sop_class_name,value,objects
RT Structure Set Storage,"P4^P110^S305^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P115^S301^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P115^S301^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"Pre-dose, UTERUS - 2",1
RT Structure Set Storage,"P4^P115^S301^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P115^S301^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P115^S301^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P115^S301^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"Follow-up consultation, LUNG - 1",1
RT Structure Set Storage,"P4^P105^S300^I00008, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P105^S300^I00011, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P110^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P105^S300^I00006, Gated, 20.0%A",1
RT Structure Set Storage,"Pre-dose, INFERIOR VENA CAVA - 1",1
RT Structure Set Storage,"P4^P105^S300^I00013, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P105^S300^I00007, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P105^S300^I00009, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P104^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P105^S300^I00010, Gated, 60.0%A",1
RT Structure Set Storage,"Follow-up consultation, PELVIS - 1",1
RT Structure Set Storage,"P4^P105^S300^I00005, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P110^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P104^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"Pre-dose, SUBCARINAL - 1",1
RT Structure Set Storage,"P4^P104^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P110^S301^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P105^S300^I00012, Gated, 80.0%A",1
RT Structure Set Storage,"Pre-dose, SACROILIAC JOINT - 1",1
RT Structure Set Storage,"Pre-dose, DUODENUM - 1",1
RT Structure Set Storage,"P4^P110^S301^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P110^S301^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P104^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P110^S301^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P104^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P110^S301^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P110^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P110^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"Follow-up consultation, ABDOMINAL WALL - 1",1
RT Structure Set Storage,"P4^P119^S307^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P119^S307^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P104^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P119^S307^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P119^S307^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P119^S307^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P119^S307^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P119^S307^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P119^S307^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P119^S307^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P119^S307^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P104^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P104^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P110^S301^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"Pre-dose, HAND - 1",1
RT Structure Set Storage,"P4^P110^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P110^S301^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P110^S301^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P110^S301^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P110^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P104^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P110^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P110^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"Pre-dose, RIGHT PSOAS MUSCLE - 1",1
RT Structure Set Storage,"P4^P110^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P110^S301^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P111^S302^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P111^S303^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P116^S302^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P111^S302^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P111^S301^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P111^S302^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P111^S302^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P111^S302^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P111^S302^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P111^S302^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"Pre-dose, LEFT SCAPULA - 1",1
RT Structure Set Storage,"P4^P111^S302^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"Pre-dose, LEFT INGUINAL - 2",1
RT Structure Set Storage,"P4^P111^S302^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P111^S302^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P111^S304^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P119^S306^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P111^S301^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P111^S301^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P116^S303^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P111^S301^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"Pre-Dose, LYMPH NODES OF BODY AS A WHOLE - 1",1
RT Structure Set Storage,"P4^P111^S301^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P111^S301^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P107^S302^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P111^S301^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"Pre-dose, GASTROESOPHAGEAL JUNCTION - 1",1
RT Structure Set Storage,"P4^P111^S301^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P111^S301^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P116^S304^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P107^S303^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10308, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00005, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00006, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10309, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00013, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10307, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00008, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10313, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00007, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P116^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10312, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10315, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00012, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00009, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10310, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P119^S303^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00011, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10311, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P119^S304^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P106^S301^I10314, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P116^S301^I00010, Gated, 60.0%A",1
RT Structure Set Storage,"Pre-dose, PHARYNX AND LARYNX - 1",1
RT Structure Set Storage,"Pre-dose, RIGHT SHOULDER - 2",1
RT Structure Set Storage,"P4^P113^S301^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"Pre-dose, ILIUM - 1",1
RT Structure Set Storage,"P4^P113^S301^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P113^S301^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P119^S305^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P119^S305^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P119^S305^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P113^S301^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P119^S305^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"Pre-dose, PERIGASTRIC - 1",1
RT Structure Set Storage,"P4^P119^S305^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P113^S301^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"Follow-up consultation, RETROPERITONEUM - 1",1
RT Structure Set Storage,"P4^P113^S301^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P119^S305^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P119^S305^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P119^S305^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P119^S305^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P113^S301^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P119^S305^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"Pre-dose, MESENTERIC CARCINOID - 1",1
RT Structure Set Storage,"P4^P113^S301^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"Pre-dose, VULVA - 1",1
RT Structure Set Storage,"P4^P113^S301^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P113^S303^I10354, Gated, 90.0%B",1
RT Structure Set Storage,"P4^P113^S303^I10346, Gated, 10.0%B",1
RT Structure Set Storage,"P4^P113^S303^I10353, Gated, 80.0%B",1
RT Structure Set Storage,"Pre-dose, LEFT THYROID GLAND - 1",1
RT Structure Set Storage,"P4^P113^S303^I10347, Gated, 20.0%B",1
RT Structure Set Storage,"P4^P113^S303^I10351, Gated, 60.0%B",1
RT Structure Set Storage,"P4^P113^S303^I10352, Gated, 70.0%B",1
RT Structure Set Storage,"P4^P113^S303^I10345, Gated, 0.0%B",1
RT Structure Set Storage,"P4^P113^S301^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00014, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P113^S303^I10349, Gated, 40.0%B",1
RT Structure Set Storage,"P4^P114^S303^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P113^S303^I10350, Gated, 50.0%B",1
RT Structure Set Storage,"P4^P113^S303^I10348, Gated, 30.0%B",1
RT Structure Set Storage,"P4^P119^S302^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P119^S302^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P119^S302^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P119^S302^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P119^S302^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00013, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P119^S302^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P119^S302^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00006, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P119^S302^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P119^S302^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P119^S302^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00005, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P119^S301^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P119^S301^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"Pre-dose, MESENTRIC - 1",1
RT Structure Set Storage,"P4^P119^S301^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00008, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P113^S304^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P119^S301^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00007, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P119^S301^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P119^S301^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P119^S301^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P119^S301^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P119^S301^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P113^S304^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P119^S301^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00012, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P113^S304^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00009, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P109^S302^I10264, Gated, 30.0%",1
RT Structure Set Storage,"P4^P113^S304^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00011, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P114^S303^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P114^S303^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P114^S303^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P114^S303^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P114^S303^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P114^S303^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P114^S303^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P114^S303^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P113^S304^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P109^S305^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P109^S302^I10270, Gated, 90.0%",1
RT Structure Set Storage,"P4^P113^S300^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P113^S300^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P113^S300^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P113^S304^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P113^S304^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P113^S302^I00010, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P113^S300^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P109^S302^I10262, Gated, 10.0%",1
RT Structure Set Storage,"P4^P113^S300^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P113^S304^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P113^S300^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P113^S304^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P113^S300^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P114^S303^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P113^S300^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P113^S304^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P113^S300^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P109^S301^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P113^S300^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P114^S304^I00005, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P109^S302^I10265, Gated, 40.0%",1
RT Structure Set Storage,"P4^P114^S304^I00007, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P114^S304^I00006, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P114^S304^I00008, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P114^S304^I00009, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P109^S302^I10263, Gated, 20.0%",1
RT Structure Set Storage,"P4^P109^S302^I10269, Gated, 80.0%",1
RT Structure Set Storage,"P4^P119^S300^I10338, Gated, 50.0%B",1
RT Structure Set Storage,"P4^P119^S300^I10341, Gated, 80.0%B",1
RT Structure Set Storage,"P4^P119^S300^I10335, Gated, 20.0%B",1
RT Structure Set Storage,"P4^P119^S300^I10334, Gated, 10.0%B",1
RT Structure Set Storage,"P4^P119^S300^I10340, Gated, 70.0%B",1
RT Structure Set Storage,"P4^P119^S300^I10333, Gated, 0.0%B",1
RT Structure Set Storage,"Pre-dose, PERIAORTIC - 1",1
RT Structure Set Storage,"P4^P119^S300^I10339, Gated, 60.0%B",1
RT Structure Set Storage,"P4^P119^S300^I10342, Gated, 90.0%B",1
RT Structure Set Storage,"P4^P119^S300^I10337, Gated, 40.0%B",1
RT Structure Set Storage,"P4^P114^S304^I00011, Gated, 80.0%A",1
RT Structure Set Storage,"P4^P109^S302^I10266, Gated, 50.0%",1
RT Structure Set Storage,"P4^P119^S300^I10336, Gated, 30.0%B",1
RT Structure Set Storage,"P4^P114^S304^I00003, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P114^S304^I00004, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P114^S304^I00010, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P114^S302^I00004, Gated, 0.0%A",1
RT Structure Set Storage,"P4^P114^S304^I00012, Gated, 90.0%A",1
RT Structure Set Storage,"P4^P109^S302^I10267, Gated, 60.0%",1
RT Structure Set Storage,"P4^P114^S302^I00005, Gated, 10.0%A",1
RT Structure Set Storage,"P4^P114^S302^I00006, Gated, 20.0%A",1
RT Structure Set Storage,"P4^P114^S302^I00007, Gated, 30.0%A",1
RT Structure Set Storage,"P4^P114^S302^I00008, Gated, 40.0%A",1
RT Structure Set Storage,"P4^P114^S302^I00009, Gated, 50.0%A",1
RT Structure Set Storage,"P4^P114^S302^I00010, Gated, 60.0%A",1
RT Structure Set Storage,"P4^P114^S302^I00011, Gated, 70.0%A",1
RT Structure Set Storage,"P4^P114^S302^I00012, Gated, 80.0%A",1
