stratum,validator,message_class_id,severity_as_emitted,message_template,objects
dcmqi / bamf_aimi_annotations,dciodvfy,44fc86078acf,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0707> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,46198505ab05,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00107> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,469494032e25,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00366> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4714bf57bf2e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-BREAST-01-0012> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4808b0bb3050,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00196> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,48bb8c33b1a9,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ACRIN-NSCLC-FDG-PET-006> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,49694388a848,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <HCC_080> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,497710e0f90d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00206> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4a7c41e93c75,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <R01-034> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4b14a196f5f6,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00033> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4b67d8d30dc8,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ACRIN-NSCLC-FDG-PET-075> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4bcc583fa8b4,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <R01-096> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4c565eb96ba4,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00518> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4ca7528f50d2,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0061> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4cb87d7aae16,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNGx-CT020> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4de7c01f921f,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <R01-108> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4df209667a47,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0942> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4eb5fd851e9a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00009> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4f0b114c4c66,Warning,Warning - Unrecognized defined term <99IDX> for value 1 of attribute <Coding Scheme Designator>,1
dcmqi / bamf_aimi_annotations,dciodvfy,4f4d2a7d6538,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00531> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,4f7d9aa1673e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00326> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,50a9a0ff2ee9,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00619> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,50f603841a7a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00389> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,51507761b535,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-BREAST-01-0017> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,54de840fa719,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <HCC_076> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,57dc96be7057,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00053> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,583a63a1975a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-CJ-5680> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,58401ce97682,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <HCC_010> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5898614e007a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00184> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5a2dc16dc72a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00479> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5a2f4c9fe483,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <CRLM-CT-1124> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5afbe3b9649e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0080> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5bf91e9d2bb2,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0688> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5c1cb91f04da,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0526> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5c43fb878793,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ACRIN-NSCLC-FDG-PET-084> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5c664479ce47,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_541> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5cefb58376f4,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00613> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5d7f36b05de2,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_692> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5df5b52e91c9,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-1068> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5e49348b6222,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00364> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5e4e0c4039db,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00066> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5f0120680242,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <R01-014> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,5fdc280eec0b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0922> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,617923b7aab3,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_576> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6250fe2eace7,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <HCC_018> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,62be62172707,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0916> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,637d6b676e8d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_203> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6385ee506694,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0257> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,63bda5bf482b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0613> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,643fa2498bd4,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ACRIN-NSCLC-FDG-PET-046> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,647ac54a37c5,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00182> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6568b47b0141,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00343> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,658ee14cc228,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00585> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6734c79fac43,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0280> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,683b00491d12,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0138> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6895c503b2ec,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00376> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,68cf848fa131,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <HCC_060> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6a1fb83190be,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00415> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6bfffd124b2d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00542> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6c03e2875e3a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0116> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6c4f6d06ce61,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00338> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6d40710df8c3,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00282> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6dc3cf32172e,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00046> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,6e0b572cb3f7,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-CJ-4872> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,707fe0256722,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00220> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,71ecabf6cca2,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <HCC_024> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,73e89b58cbaa,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <HCC_044> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,74041e4631f1,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00477> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,74b6bf9be886,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_088> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,75f36e4e58f3,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00136> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,762b81ac8fd4,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0065> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,76add85765e4,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00616> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,776ab9cb8a04,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0819> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,788ce79db2d5,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0186> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,79ca8b352723,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_536> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,7a51a9033aff,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00504> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,7b9d34d04e37,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <CRLM-CT-1009> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,7bd0b2d88500,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00100> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,7c7159a1dfec,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00229> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,7deebf404a87,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00624> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,7e12330d2e39,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00556> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,7e3564a055f5,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0006> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,7e816b2f34b5,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <R01-094> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,7efa178fdb34,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00486> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8018e4528aa1,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00443> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8044b35bb45c,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-K7-A5RF> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,805cd800b869,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_060> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,809f0857849b,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-G0032> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,81df3f30202d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <QIN-BREAST-01-0031> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,82181da95fd5,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_379> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,836d75bb5ee2,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0264> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,83749c3672eb,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0229> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8449ae04908a,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00521> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8641588d6d21,Error,Error - Missing attribute Type 1C Conditional Element=<CodeValue> Module=<BasicCodeSequenceMacro>,1
dcmqi / bamf_aimi_annotations,dciodvfy,873273ce4dd8,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ACRIN-NSCLC-FDG-PET-230> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8892e555af7d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <CRLM-CT-1041> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8921fc2e34fd,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_768> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,892ec7839d74,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ACRIN-NSCLC-FDG-PET-080> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,898b74b99ad8,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <HCC_088> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,899bb9402a43,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <TCGA-BP-5186> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,89f40219347d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0245> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8a6eedc5d196,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Breast_MRI_701> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8ad206cb1772,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Prostate-MRI-US-Biopsy-0281> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8b044aaeca6d,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0135> - Retired Person Name form,1
dcmqi / bamf_aimi_annotations,dciodvfy,8b6529515473,Warning,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <UPENN-GBM-00325> - Retired Person Name form,1
